,SCD_GSE101657_Control_SCD_0,SCD_GSE101657_Control_SCD_1,SCD_GSE101657_Control_SCD_2,SCD_GSE101657_Control_SCD_3,SCD_GSE101657_Control_SCD_4,SCD_GSE159090_GSM4819135_SCD_Male,SCD_GSE159090_GSM4819136_SCD_Male,SCD_GSE159090_GSM4819149_SCD_Male,SCD_GSE159090_GSM4819150_SCD_Male,SCD_GSE159090_GSM4819161_SCD_Male,SCD_GSE159090_GSM4819166_SCD_Male,SCD_GSE159090_GSM4819171_SCD_Male,SCD_GSE159090_GSM4819179_SCD_Male,SCD_GSE159090_GSM4819186_SCD_Male,SCD_GSE159090_GSM4819194_SCD_Male,SCD_GSE159090_GSM4819199_SCD_Male,SCD_GSE159090_GSM4819200_SCD_Male,SCD_GSE160646_GSM4876390_SCD_1w,SCD_GSE160646_GSM4876394_SCD_1w,SCD_GSE160646_GSM4876401_SCD_1w,SCD_GSE160646_GSM4876404_SCD_1w,SCD_GSE160646_GSM4876405_SCD_1w,SCD_GSE160646_GSM4876407_SCD_1w,SCD_GSE160646_GSM4876408_SCD_1w,SCD_GSE188344_NCD_1,SCD_GSE188344_NCD_2,SCD_GSE188344_NCD_3,SCD_GSE188344_NCD_4,SCD_GSE246221_Batch9_SCD_only32w_1,SCD_GSE246221_Batch9_SCD_only32w_2,SCD_GSE246221_Batch9_SCD_only32w_3,SCD_GSE246221_Batch9_SCD_only32w_4,SCD_GSE248297_LFD_1,SCD_GSE248297_LFD_2,SCD_GSE248297_LFD_3,SCD_GSE248297_LFD_4,SCD_GSE248297_LFD_5,HFD_GSE101657_HFD_0,HFD_GSE101657_HFD_1,HFD_GSE101657_HFD_2,HFD_GSE101657_HFD_3,HFD_GSE101657_HFD_4,HFD_GSE101657_HFD_5,HFD_GSE159090_GSM4819134_HFD_Male,HFD_GSE159090_GSM4819140_HFD_Male,HFD_GSE159090_GSM4819143_HFD_Male,HFD_GSE159090_GSM4819146_HFD_Male,HFD_GSE159090_GSM4819157_HFD_Male,HFD_GSE159090_GSM4819163_HFD_Male,HFD_GSE159090_GSM4819167_HFD_Male,HFD_GSE159090_GSM4819177_HFD_Male,HFD_GSE159090_GSM4819184_HFD_Male,HFD_GSE159090_GSM4819189_HFD_Male,HFD_GSE159090_GSM4819197_HFD_Male,HFD_GSE159090_GSM4819202_HFD_Male,HFD_GSE160646_GSM4876384_HFD_1w,HFD_GSE160646_GSM4876386_HFD_1w,HFD_GSE160646_GSM4876389_HFD_1w,HFD_GSE160646_GSM4876393_HFD_1w,HFD_GSE160646_GSM4876396_HFD_1w,HFD_GSE160646_GSM4876400_HFD_1w,HFD_GSE160646_GSM4876406_HFD_1w,HFD_GSE160646_GSM4876412_HFD_1w,HFD_GSE188344_HFD_1,HFD_GSE188344_HFD_2,HFD_GSE188344_HFD_3,HFD_GSE188344_HFD_4,HFD_GSE246221_Batch9_HFD_only32w_1,HFD_GSE246221_Batch9_HFD_only32w_2,HFD_GSE246221_Batch9_HFD_only32w_3,HFD_GSE248297_HFD_1,HFD_GSE248297_HFD_2,HFD_GSE248297_HFD_3,HFD_GSE248297_HFD_4,HFD_GSE248297_HFD_5,KD_GSE101657_KD_0,KD_GSE101657_KD_1,KD_GSE101657_KD_2,KD_GSE101657_KD_3,KD_GSE101657_KD_4,KD_GSE101657_KD_5,KD_GSE101657_KD_6,KD_GSE248297_KD_1,KD_GSE248297_KD_2,KD_GSE248297_KD_3,KD_GSE248297_KD_4,KD_GSE248297_KD_5,WD_GSE159090_GSM4819145_WD_Male,WD_GSE159090_GSM4819155_WD_Male,WD_GSE159090_GSM4819156_WD_Male,WD_GSE159090_GSM4819158_WD_Male,WD_GSE159090_GSM4819164_WD_Male,WD_GSE159090_GSM4819173_WD_Male,WD_GSE159090_GSM4819174_WD_Male,WD_GSE159090_GSM4819181_WD_Male,WD_GSE159090_GSM4819183_WD_Male,WD_GSE159090_GSM4819192_WD_Male,WD_GSE159090_GSM4819196_WD_Male,WD_GSE159090_GSM4819201_WD_Male
SCD_GSE188344_NCD_2,6.651073790106529,6.896998774277104,8.094221999775609,9.228883924839035,8.477322125151646,7.702543090520999,8.558781332023331,7.903628727283601,9.49445061407739,9.614976568048585,8.480562147215219,8.92151508612228,8.677269898313972,9.797424490283646,8.225491633297358,8.160751372770765,8.812325085277543,8.740350674305292,8.988489097469175,9.230819602908296,10.707276596476367,11.380458633323892,7.382671132276352,7.671547959642528,4.194964660344143,0.0,5.163097576869943,5.922558743393776,5.539645059053955,4.72462663550987,4.663958010868285,4.498142516269045,4.98460149245781,5.601831458528101,4.85899904544973,6.686778285707863,6.110153476706334,9.871402811274608,9.094364481418694,8.289866559302503,10.078349113123078,9.276173609855736,9.344850484612452,7.626030686760022,10.045835559334385,8.61589116739964,8.4416258901865,9.280231818679159,8.328550793424556,9.934211320844565,10.605650195624596,9.320889597478205,9.779839290931225,8.425970553718427,8.361789286599233,9.209681061217795,8.707089650471369,8.320692837153732,9.079025200425951,9.445279196755907,11.448596701140286,11.473346056810888,11.837299549719027,6.706571419694334,6.394473528735985,6.452582043448425,6.303063553670404,7.625076917803943,7.101765418309128,6.886147078770017,6.102740464661925,6.7393785032738,5.305631179024944,5.954123305797823,5.632629567491691,8.410089823709443,8.78022575300603,9.444006020569981,8.957524580647247,8.316010055448817,8.33784422574835,9.160980438590064,5.694381037691496,5.733984223551585,5.946112229933234,6.186975591231852,6.456932359310869,9.789753203373765,7.4954779079996685,9.145951480748646,9.50194807313527,11.390006018064948,9.690324915364393,8.034170298840678,11.80743315082952,7.992510213305316,11.52960418228049,8.839478653336378,7.786360358601707
SCD_GSE188344_NCD_3,6.158053182246934,7.085636738440967,8.347081893259658,8.30601423035581,7.985797269015029,6.932156010751542,9.059863634347675,8.313513159790832,9.657804648729368,9.03838380551974,8.588091462784599,8.78552338709841,8.662726048653411,8.962134638428632,8.478798093768146,8.45159573742144,8.326067794829756,9.213191174681086,8.219596715612742,9.48424686673851,10.358844288203766,10.490675833455725,8.179286778689383,7.218047003154793,4.694572841508062,5.163097576869943,0.0,4.949330387331281,6.708617087589239,4.772144890590394,5.100709052180549,5.326419766742782,4.352670298291158,4.8384344988419645,4.287489104024459,5.665297699440197,5.5074394544773835,8.864369779088321,7.8399801366900626,6.634627326465159,9.132122295819011,8.193700428759861,8.243155583959291,7.457492813686578,9.993779226109634,9.009740942168529,8.05691471288676,7.559452404459915,7.5531935409986115,8.715431997531457,9.405631163275308,7.802849051524676,8.466096428270147,7.427238571572808,7.37935582197557,9.589156194559363,8.73415806487509,8.352535774569896,9.319210792210859,8.102490097285296,11.012339392366512,10.552845795299081,11.055132095091839,7.635633185946233,7.277576400163789,7.295034240597256,7.3485070632815095,8.641179624628125,8.123374597415763,7.936674518031028,6.305963518634698,7.296398035774323,6.0609313185362454,5.854569133128571,5.879375707351682,7.2812905131809,8.167230779050152,8.913088730842125,8.215237718338198,7.571281845099272,7.269596105976887,8.472828099959393,6.346357554816746,6.767881429135988,6.4708970450340475,5.972353352481085,7.3676628903433725,8.576798188984819,7.827180268062582,8.565119939413929,8.662160036731999,10.7449968501008,8.507237022029985,7.2364206333678975,11.005342914251345,7.8014644604927765,9.798065190292698,7.886078637477827,7.240303174341999
SCD_GSE188344_NCD_4,6.991822538679927,8.393052469998182,9.461035407134593,9.343890918633164,9.59638901845506,8.15786747923093,11.016956882621079,9.844425708217756,10.45993233513726,10.928640065731912,10.356676408942484,9.81673551747383,9.694515666852007,9.695563371683644,9.872540203151125,8.957652052093943,9.41140031289864,10.883481556890839,9.991727872860473,11.434266576683914,12.037117884499224,12.213934359202291,9.761457714955629,8.644611418046951,6.179092696415059,5.922558743393776,4.949330387331281,0.0,6.5219085617987345,5.935312326739127,5.274320957209019,5.702061903745172,5.486068494053388,4.731423847676243,5.599945010471043,7.184457774640329,6.421661101394356,10.908864045378536,9.626902417963267,8.500043637762552,11.055797020132314,10.398046286373255,10.071550803957683,7.8975874262708095,11.047955741157537,9.63900305277849,8.84000305581431,8.355005017215047,8.234786854253839,10.440523818557613,10.418940721643501,8.107612900416914,8.734073346066271,8.096005132123773,8.226939284490905,11.030104454788738,10.15920626903953,9.938173512600047,10.597010190361404,9.058959852862728,12.410540996618604,11.85996536650005,12.416125895230282,7.3273535851473675,6.922779230516071,6.894272479320975,7.07221895194293,8.276317582500694,7.787987014206003,7.814009661597573,5.704472142618106,6.884760345114615,6.078776310818409,5.870695450455157,5.8608405266259895,8.357249091897685,9.938045818911705,10.334595399043152,9.928594484362026,9.448971059388464,8.848794864209934,10.168874231295403,6.253630653682584,7.060159904146705,6.2405347564335605,6.418842678822985,7.094769689628096,9.639610796198083,8.974936419060171,10.086684496485734,9.626861710963524,11.698023505072625,9.874016687508865,7.844643264297667,12.376463591847884,8.768929265558683,10.81918843771401,8.733415960055519,8.114235195270082
SCD_GSE246221_Batch9_SCD_only32w_1,8.773444108350013,10.016543870949201,11.204695155272326,12.383177726834772,11.826078589095017,10.411981404668868,12.039557992231863,10.965729695572623,13.057576217910173,13.20958264633868,11.356267540036475,11.825006573921799,11.075534562830631,12.55313358448886,11.373763225012798,11.292912409905194,11.969301188538484,12.354275391864702,12.686214792694585,12.648974490322283,14.206473622566818,14.920509172155077,11.174191286116091,10.584868205310936,5.886495980758673,5.539645059053955,6.708617087589239,6.5219085617987345,0.0,7.123772517276845,4.69038827893066,4.824049876576546,6.588506337405589,6.786493173015646,6.352767307528721,9.311012596451034,7.423988954509675,13.456691472710265,12.160805203399685,10.428020453643914,13.129387743503948,12.444563931618644,11.65690023882038,9.33996114965988,13.55597541467598,11.539889398052097,11.576578823362583,11.492496500546489,10.751846591366764,13.312388882902804,13.297654600792669,11.21038015865152,11.1839391421165,11.161698272199423,10.684836322818436,12.264293151080276,11.899970521073,11.647235904972938,11.572614787796534,11.798052581425138,14.761119379882382,14.493217584079199,15.604914557643415,2.353804561055989,2.4020519007612693,2.5916858080866,2.1459008948137908,2.996676564904679,2.4992846555821098,2.334865208592272,5.461210148372307,4.399473512711106,2.815741199272689,5.261708042054668,3.857911089835897,9.876802515117573,11.735242987527695,12.77868085610692,12.126013508122224,10.90344764358066,11.192946207422251,12.189089996643242,3.3499200699297815,3.3637166532153784,5.5477419067781195,4.509399104356902,2.2239523573586637,12.901341317508342,10.738621071451018,12.29575414148457,12.462705039177488,14.321245280312889,12.690519484858862,10.630294088574368,15.476394796087826,10.798475602967335,14.453029938380471,11.778050765490507,10.415487139710152
SCD_GSE246221_Batch9_SCD_only32w_2,6.8350217928860895,6.800334083038209,7.279572552040823,8.418116503421494,7.661278989824263,7.0271461271251106,8.110543389370529,7.3807569497431675,8.306936456881186,8.274887960944273,7.814203950933566,7.691693943265349,7.972438077028338,8.687962544145618,7.452642097175202,8.11741856036218,7.586756892619233,8.158707696869476,7.944830089752761,8.620602203133917,9.289115782787443,9.876598759788711,7.211425837179833,7.228501444553988,4.854494022496439,4.72462663550987,4.772144890590394,5.935312326739127,7.123772517276845,0.0,5.322257793742022,5.239854255876205,4.643782944497935,5.775759469131471,5.3486425500148345,5.96540440539167,6.607354228605705,8.816181326675322,7.7063275208798485,7.629162223993508,8.958712585117787,7.977533161886992,8.838183836465749,7.911802269909498,8.640826713586536,7.378959309491455,7.894071586635142,8.624429059233885,7.618948564954742,8.594242518917353,9.259595810896393,8.637858028103597,9.63448329601079,7.895326827022981,8.05984138027818,8.293086835797945,7.7869603397239056,7.565116664311615,8.412571243168326,9.369430689328098,10.218580496183499,10.16215543347238,10.560443689955132,8.314708363104112,8.033261732751654,8.078853826778444,7.8945985486904515,9.245579672557875,8.767851684561396,8.521451626668014,7.13714214471245,7.946891698114468,6.794237936267072,6.7252948004721755,6.720411618855031,8.535267127195345,7.6222612604638345,7.875155799711781,7.914234190776503,8.044514107328476,7.651983085567385,8.233017122890784,6.8594469575868136,7.450980757971081,6.9704782163660015,7.246776090190426,7.879273908725742,8.403292647264106,6.631184626459977,7.666695825804952,8.272305175449228,9.84900760735214,8.227358484726148,7.363947037673008,10.270340442441086,7.431911004721913,9.748371623445045,7.802670660664691,7.041528057258243
SCD_GSE246221_Batch9_SCD_only32w_3,6.830116216771349,8.020339209578125,9.452500576725502,9.91332049554401,9.491215538113625,8.181474655135393,10.10168357048689,9.37550629904129,10.814541468065624,10.798132678250546,9.31793281384184,9.864779218920175,8.801725503056751,10.28314158140966,9.226059850991623,9.053280035047413,9.833955363197509,10.293705549910547,10.260144935224645,10.770498563467735,12.216313773117879,12.58324536341142,9.206657326179602,8.551997794066027,4.294138298487319,4.663958010868285,5.100709052180549,5.274320957209019,4.69038827893066,5.322257793742022,0.0,3.319975606164419,4.562847409146233,5.739601287868381,4.729332095717225,7.0648230940914285,5.8058467413725605,11.087018556651648,9.756357175408322,7.946817845460615,10.835469631767147,10.104590185664485,9.923532948942245,7.35203277249045,11.202243193267174,9.429709993747348,9.079816415568095,9.208496555741972,8.532888708827414,10.650958518487158,11.098867773608777,8.731957907374625,8.907248829626777,8.657178870398777,8.349472840221738,10.570358866123609,9.753139550286164,9.168039519083807,9.628464908656648,9.342103652649497,12.727507712436097,12.123450039861115,12.948709460302483,5.519219051622922,5.201619841781409,5.1392643085831144,5.064486658858717,6.450419186975947,6.029267222492581,5.9379074353577055,5.158715940974397,5.339256233429986,4.514836944321138,4.6024905815117565,4.550549018949962,8.095775082350112,9.610541582905968,10.383448661747316,9.813574908096793,9.008648067147748,8.82129018520439,9.672897748798091,4.356566698259197,5.16395577535809,5.1937060389638,4.916130234859698,5.236352582555297,10.378362388166686,8.588685135239563,9.94969381216921,9.990457189630826,12.194905937277959,9.885988013118759,8.177319727443374,13.015643501093246,8.645513885348054,11.801017557068382,9.11938474630243,7.868872954523642
SCD_GSE246221_Batch9_SCD_only32w_4,7.524945781390462,8.256199916416001,9.499927142256707,10.28079611572788,9.81071590675645,8.59400275081743,10.402600377479807,9.61906150679812,11.021597040674385,10.782520389138286,9.784405629351838,10.122772452884002,9.559934426206029,10.549806339985752,9.659355621797676,9.24906663967284,10.019859699443145,10.469917134584096,10.440150335227417,11.15964672309726,12.205259617929523,12.51268781941284,9.400308046447876,8.698529461586268,4.2097750717232385,4.498142516269045,5.326419766742782,5.702061903745172,4.824049876576546,5.239854255876205,3.319975606164419,0.0,4.955686507658123,5.938892755162882,4.546015106837277,7.065110976350895,6.018035549989539,11.414654352899634,9.914231085390023,8.359388824392568,11.021216361349987,10.3628764237419,10.156590134150214,8.224517023960123,11.362622000201787,9.74729573463658,9.576053015694734,9.665577220007776,9.078212662482297,10.840788105779572,11.197196547726874,9.33486653035543,9.55518283206366,9.116629284278396,9.054247662395857,10.832781987923504,10.04750748490031,9.59541049322743,10.142308315150627,9.923340562229487,12.90902357608778,12.076930988748432,13.334450989745097,5.6329153929782745,5.26928907050725,5.197661456887584,5.074561395826135,6.611440115105835,6.207371632064704,6.017728548375179,5.528130015627688,5.815424556303262,4.9522062708523515,5.025723544428613,4.874773223137868,8.380951004352463,9.60333777522254,10.66605370139048,10.048109502624191,9.272757854679414,9.221558484626412,10.223448816394075,4.5929224358107765,5.514255442186803,5.5483395683533985,5.2366040997204095,5.4009659194221795,10.527420326346155,8.71133644936655,9.998447451390849,10.432273704576536,12.084664735880176,10.089653949634961,8.808447032318483,13.03141960593485,8.908709062369404,12.065525551082928,9.564902495584636,8.567496096867005
SCD_GSE248297_LFD_1,6.086237994349491,6.397679878981645,7.4771900450919135,8.53970543030895,7.546508498159235,7.0152037682963275,8.024413677342945,6.904715236000605,8.969861919090633,8.83277563868066,7.15227665465965,7.568945620310712,7.586324239455357,8.914531658300128,7.0869020701308365,8.188117464417934,8.038924742133126,8.177355380791173,8.148821273991594,8.492032232548164,9.544656931195847,10.294480176101258,7.1520464840668145,7.2056108484079555,3.394167624775711,4.98460149245781,4.352670298291158,5.486068494053388,6.588506337405589,4.643782944497935,4.562847409146233,4.955686507658123,0.0,5.420152472540211,4.559160643882841,5.660630264757269,5.832179708214162,8.81023915124908,7.994138568092638,7.027992009968602,8.666185685697982,7.684487572358878,8.337104746132338,7.008972643799043,9.124507879004726,7.891015272134161,7.703719388486922,7.875352692220281,7.047982541660199,9.388191140843192,9.159807538424472,8.49520897294484,9.122368484377963,7.78973021862414,7.292290213027628,8.380999604142794,7.992425543747444,8.179321614893574,8.063415230489362,9.360675821011759,10.376389958856613,10.295557575631046,11.09148135871127,7.79363694118206,7.49377919070973,7.537260776164221,7.330777312145087,8.81144590877644,8.230727549666673,8.146502058141845,6.932619231078827,7.686651130426024,6.258275624162489,6.5583224945347505,6.583430868174129,7.670304286864344,7.20822339306804,8.090065806310951,8.170077201332369,7.278336010476382,6.817282666639759,8.031842725215464,6.772912919381417,6.972054494449842,6.917627756100343,6.563827226503045,7.514324649791191,8.542636493472372,6.626404616220846,7.886888085838915,8.205340512333972,10.057714971447595,8.759526566639275,6.707775338781948,11.063538633687413,7.190061315903761,9.992195659045436,8.19820359278609,7.086303488746317
SCD_GSE248297_LFD_2,6.851125328165079,7.89583723892731,9.28233734232322,9.368118980969257,9.139148012116443,7.351607015407882,9.929811953640373,9.023011751143535,10.554235018977025,9.887060302914714,9.321850444864719,9.626381834172685,9.355571141502317,9.780447490842496,9.06410379855184,9.027243038814923,9.516135222026683,10.353570141655554,9.619309248978515,10.34562111798481,11.531223993998113,11.896526351897588,9.077404398982665,8.41351150956088,5.928071736035987,5.601831458528101,4.8384344988419645,4.731423847676243,6.786493173015646,5.775759469131471,5.739601287868381,5.938892755162882,5.420152472540211,0.0,4.553727173297522,6.1504945324348315,5.211578182916245,9.952582117045871,8.859489383526073,7.894732344807118,10.129912132442906,9.290094275312718,8.717114278470008,7.742507321896702,10.658371507109052,9.972850317660313,8.937758877268552,8.55950635237502,8.566228690400145,9.5367432353798,10.545109130176067,8.747920399695085,9.114982824430662,8.001016220614819,8.795143172200861,10.633883666145644,10.238376914721538,9.281949695794648,10.242444574026308,9.070167461561331,12.14164944326053,11.672425636205835,12.19914852050283,7.5967561969712465,7.288201178616896,7.357142860219201,7.299800580941072,8.498032777080176,7.925067455057339,7.913514542627708,5.737817573613856,7.057945766463952,5.972532315590735,5.620084952750285,5.848476413359533,7.869469643433858,9.689726829941993,10.122669766801524,9.61728656342784,8.2261403070903,8.429076971337947,9.54805560630751,6.273361352010553,6.7775772387980115,6.385773743088397,6.222548344134603,7.218370478448674,9.535282839926673,8.482656957901279,9.340633828334852,9.192482510424092,11.231770447795691,9.193481043662914,8.268357819713097,12.223978613831981,8.513558379437677,10.999895516808666,8.228450104885638,7.952255539345365
SCD_GSE248297_LFD_3,7.147025731576369,7.558057773787066,8.750842622517746,9.398628768952298,8.29730379151529,7.438046457058885,9.477174642967794,8.873520286505423,10.147401235718922,9.67807691908523,9.124038081300439,9.515885446190385,9.322631844029427,9.879199747092468,8.97167804620506,8.976535426719524,9.211101656500974,9.595352177837995,9.232528406116698,9.997188980043347,11.055007789320715,11.340418442933865,8.403753024477284,8.3281779034874,4.591131745055045,4.85899904544973,4.287489104024459,5.599945010471043,6.352767307528721,5.3486425500148345,4.729332095717225,4.546015106837277,4.559160643882841,4.553727173297522,0.0,5.559605981280792,4.282796744578156,9.692794988139802,8.878932263414631,7.369054979357614,9.961493911844409,8.928071330321169,8.36928441936325,7.916022406057517,10.695907067777894,9.553075481173444,9.123028111926507,8.8803548653057,8.271183187602693,9.6143828466166,10.42511553335261,9.25806573561516,9.222137684917502,7.967725631613489,8.313161831485282,10.208323351724859,9.171661037739614,8.851270197340849,9.60637339465093,8.85178060414159,11.853309260256063,11.150022634656269,12.044139084115574,7.204514229730681,6.845791560063258,6.86284869938751,6.85756193601473,8.204191636695786,7.671503595105092,7.491030326050821,5.835729218566919,6.73453768880743,5.622786663969592,5.140334175642387,5.59236112948799,7.813467800662802,8.777120746115267,9.66966997214163,9.063616534151643,7.894405000529844,7.884405066468155,9.225793438573804,5.647940846734968,6.287586083756808,5.749209485507154,5.523622630864831,6.936506489882747,9.365730633565377,8.41701697806241,9.192825016601322,9.531975639504955,11.332629574389065,9.05871827030024,8.0901914878008,11.964304292823288,8.317988102894947,11.0645211083432,8.644609727460821,8.033673935693844
SCD_GSE248297_LFD_4,7.624466027301918,6.8963141884560395,7.950460610412443,7.683061856170709,7.501262639511604,6.559385164447826,8.220319184728563,8.198713956049845,8.585803455023996,7.806091369731004,8.03622522863499,8.188454910309611,8.162017234896634,8.355773140685967,7.739336129031278,7.990835331257123,7.81734789827084,8.20517363852073,7.476801712629559,8.510489006869715,8.900922957112261,8.670269565317207,7.170242830209676,7.624461277720614,6.392145639708228,6.686778285707863,5.665297699440197,7.184457774640329,9.311012596451034,5.96540440539167,7.0648230940914285,7.065110976350895,5.660630264757269,6.1504945324348315,5.559605981280792,0.0,6.692267638016258,7.561468833974962,6.982119915384674,6.844609500149129,8.007246898735415,6.800841920762146,7.566797441387136,8.249338048873573,8.942804032104053,8.602556081884808,7.6624539161461795,8.380517514107957,7.419134205061652,7.631767327115927,8.63532119413368,8.590938747130803,9.17220765382938,6.619393998941508,7.623896029754872,8.814672092297734,8.144568580049004,7.745226022915243,8.84495401338201,8.975883855439422,9.789825464959334,8.976070511322204,9.982824774504005,10.360949155585603,10.014696020487978,10.006116135681918,9.974539573167315,11.332793150785019,10.810853620377339,10.628440790116525,8.652576328987896,9.924672771724367,8.72789459051469,8.356664664414533,8.603188877102378,7.76582050187892,7.124113044548085,8.222332434348587,7.403240746264066,6.936450547281329,6.2800541667458285,7.583397022618348,8.789681494762391,9.149474634370284,8.55159672542973,8.445333060330283,9.989844279165707,7.795743430211174,7.130666729641573,7.483532131432939,8.083278253478575,9.458241378435774,7.320771743974082,7.042515843832592,9.43729466666172,6.960220850461907,8.766231461123068,7.2496925433372965,7.418718516674902
SCD_GSE248297_LFD_5,7.313819940218277,8.12228007999973,9.748031089753209,9.900456407432143,8.833274535975832,8.025659215081026,9.918378510276506,9.508788954125974,10.802978375652913,10.26924468836729,9.422171781570931,10.073677020187903,9.509006219828978,10.545340233584259,9.20078757235689,9.61944077674117,10.000400722884574,10.139503093031863,9.630064049616173,10.392767262701216,11.718640995789487,11.838817689637638,8.820309108313557,8.397661833346364,5.857929052848361,6.110153476706334,5.5074394544773835,6.421661101394356,7.423988954509675,6.607354228605705,5.8058467413725605,6.018035549989539,5.832179708214162,5.211578182916245,4.282796744578156,6.692267638016258,0.0,10.260700545878139,9.13515341827643,7.790961126061697,10.420063966127117,9.472634114973403,8.854447309825217,7.850141534413705,11.427979768690898,10.073953782311294,9.40368554041332,9.161708537486035,8.92922434346956,10.126603120406703,11.034193712861926,9.276142620600229,9.327949224924597,8.300158389415284,8.823661899793937,10.95198703724144,9.924650635754858,9.115902512960163,9.804762270027513,8.885345660459347,12.259943568644127,11.946973025958206,12.655909883402426,7.923310151109452,7.597555696069464,7.554893127534009,7.557738180874883,8.87134531230207,8.461602776851635,8.330227320074973,6.21910036387757,7.043073597233241,6.534971681446128,5.912975227250946,6.372573610407745,7.827218925476962,9.495145476206384,10.265308269190111,9.810899587466057,8.488023407865896,8.57063714548619,9.4761230061276,6.5095637970840246,7.000144754257247,6.5757655240680934,6.39186950873143,7.6249558106124855,9.872731042046983,8.686903561495631,9.539304904018268,9.719412234266702,11.840768835542303,9.639278440532554,8.384634036925169,12.537126353755118,8.896733633609802,11.375232345022997,8.881374171835203,8.291077103704263
HFD_GSE101657_HFD_0,9.205514431513915,7.883779548112858,8.21858040369095,7.241342932173914,6.257542952815606,7.651576180365394,6.803723325709066,7.367572969304359,7.951250292908039,6.691588007932205,7.754183646998987,7.712344100295854,8.033265006137862,7.373072337871658,7.70029424859988,9.046047472124991,7.420231318445282,7.295865833400734,6.038262655133548,6.518279924508033,6.371724704356761,6.123311827285102,7.236584802525347,8.481365393456283,9.724621237368835,9.871402811274608,8.864369779088321,10.908864045378536,13.456691472710265,8.816181326675322,11.087018556651648,11.414654352899634,8.81023915124908,9.952582117045871,9.692794988139802,7.561468833974962,10.260700545878139,0.0,6.137318888675648,7.905257830898559,6.306539296170777,5.365172582739085,7.780422530448895,9.651885082777268,7.12408742949855,8.839802943324962,7.413170954571353,8.168276781772535,7.902138185585433,6.92181564515632,7.321554561752096,9.570369662552894,11.530024810578208,7.583162890443208,8.65284598915527,7.598420900914691,7.435012507079126,7.919427008140231,8.558641078887149,9.565796570931777,7.019342655676623,7.875844021655465,7.0539260955937815,14.651869616745811,14.293192051091866,14.351176344967119,14.28659116969161,15.533742374875562,14.99914963593538,14.810223569270446,12.49655373881801,14.079105929481699,12.884273121268329,12.550290437105794,12.708551115857505,10.240872078761768,7.24805033078274,6.6205120194458775,6.477963034708549,7.422368082278918,6.9989187305871265,6.970779863057921,13.290382565171507,13.159450013818256,12.37137298056817,12.505004353456561,14.381771452808307,6.558450897456389,7.766558218483562,6.869044029533462,6.847320683079962,8.627337556234625,7.452465096430141,7.67203800454908,6.6541460251419675,8.512556727132157,6.876998265717847,6.962463549575007,7.9768031437577775
HFD_GSE101657_HFD_1,7.412056507137424,6.822327686464126,7.384692169573123,7.451085659478572,6.7135047007139805,6.594846944348511,7.928378615736744,7.70153215219029,7.820596045969892,6.595806528893789,7.530813110218375,7.732312304759007,7.589429038395753,7.259427532951599,7.422950683279229,8.035415796720256,6.604143754038642,8.359625364795539,6.557591053111334,7.656359209196485,7.67795451220031,7.398621660277242,7.480071709868343,6.990121764076723,8.931174083561752,9.094364481418694,7.8399801366900626,9.626902417963267,12.160805203399685,7.7063275208798485,9.756357175408322,9.914231085390023,7.994138568092638,8.859489383526073,8.878932263414631,6.982119915384674,9.13515341827643,6.137318888675648,0.0,6.512755505723979,6.743145788865928,5.35922002638039,8.348292436532805,7.936582059221114,7.692698943518586,8.109937888242625,6.914066645749268,7.0879321147659375,6.826641856299276,6.63474379535176,6.621332075615797,7.757058327234873,9.3163925592779,6.5947532627443675,8.45624312675744,8.375701999454291,7.879791059359445,7.440637508647623,8.510809659025655,9.05610624677868,8.121094171884632,8.697427738640663,8.626056686828397,13.059525019360677,12.676812773108256,12.6415643608368,12.682142568997746,13.965093007747955,13.497697074749864,13.304509054757034,10.84145963189359,12.327404099810304,11.53830373051662,10.86778918000535,11.10892409827461,7.790618996564859,7.139091705955051,6.55293181389588,5.722703058728012,7.538395844695306,6.5367511042331,6.688944601793726,11.675147092432923,11.66162824328623,11.047393705480879,11.039177152879658,12.716776595327365,6.663088246162791,6.159661799698665,5.3543852557068465,6.008038508147295,8.382994768864041,6.5236477213101915,6.579556744096201,7.01814422634807,7.668937258664216,6.189902232554281,5.433919649328133,6.667470258139988
